Property_Type,Location,Lat-Lon,Price_USD,Area_sqm,Bedrooms,Bathrooms,Year_Built,Parking_Spaces
Apartment,"Mekelle, Kedamay Weyane, Community 1","13.548880,39.503758","$195,201",329,2,1.0,1987.0,0.0
Villa,"Gambella, Newland, Zone 3","8.378410,34.567444",153538,274 sqm,1,2.0,1965.0,0.0
Condominium,"Bahir Dar, Gish Abay, Sector 1","11.584516,37.410474",159468,327,1,1.0,1988.0,0.0
Villa,"Adama, Goro, Rural Kebele 21",Lon: 39.3101 / Lat: 8.5367,298299,362 sqm,3,3.0,2007.0,1.0
Apartment,"Mekelle, Hawelti, Kebele 1",Lon: 39.3941 / Lat: 13.4168,"$224,842",400,2,2.0,1983.0,0.0
Condominium,"Adama, Dabe, Kebele 10","8.596421,39.399048","$166,078",313,2,0.0,1988.0,0.0
Condominium,"Addis Ababa, Arada, Woreda 11 Admin","9.060460,38.731979",212407,262 sqm,zero,0.0,2006.0,0.0
Apartment,"Jimma, Jiren, Kebele 7","7.636269,36.850842","$96,820",150 sqm,zero,0.0,1989.0,
Condominium,"Gondar, Arada, Zone 8","12.608833,37.469434",193337,315,2,2.0,1976.0,3.0
Villa,"Addis Ababa, Arada, Woreda 11 Admin","9.013071,38.792322",720512,401,3,3.0,1997.0,
Condominium,"Gondar, Maraki, Community Block A","(12.57064, 37.34318)",142181,330,1,2.0,1994.0,
Villa,"Dire Dawa, Kezira, Kebele 2","(9.62689, 41.90553)",314786,414,3,,1986.0,2.0
Apartment,"Bahir Dar, Meshenti, Village 10","11.466028,37.361669",185608,285,1,0.0,1996.0,0.0
Apartment,"Gambella, Newland, Zone 1","8.215475,34.488612",170008,338 sqm,zero,1.0,2015.0,2.0
Apartment,"Dire Dawa, Kezira, Kebele 2","9.517108,41.985644","$213,261",386,2,2.0,2020.0,2.0
Apartment,"Adama, Dabe, Kebele 11","(8.47380, 39.34606)",244338,366,3,3.0,1977.0,0.0
Condominium,"Assosa, Menge, Village Unit 3","10.089747,34.581094",46283,175,zero,0.0,1960.0,0.0
Condominium,"Jimma, Jiren, Kebele 11","7.732327,36.862687","$115,300",305 sqm,1,0.0,1993.0,0.0
Villa,"Bahir Dar, Meshenti, Village 9","11.558492,37.344266","$462,672",424,3,3.0,,2.0
Apartment,"Addis Ababa, Bole, Kebele 01","8.994490,38.749446",281114,323 sqm,1,1.0,1995.0,3.0
Apartment,"Mekelle, Kedamay Weyane, Community 12",Lon: 39.5002 / Lat: 13.5491,159315,297,1,0.0,1981.0,0.0
Condominium,"Harar, Abadir, Zone 5","9.371468,42.182933",126088,336,1,1.0,,0.0
Condominium,"Addis Ababa, Lideta, Zone 2",Lon: 38.8055 / Lat: 8.9365,136996,150 sqm,zero,0.0,1990.0,0.0
Apartment,"Addis Ababa, Kirkos, Kebele 06",,232975,224 sqm,zero,,,0.0
Condominium,"Dire Dawa, Goro, Sector 5","9.593162,41.845022","$159,074",371,1,,1994.0,1.0
Apartment,"Harar, Jugol, Gate 5","(9.34354, 42.06810)",210760,260,1,2.0,2011.0,3.0
Villa,"Jimma, Hermata, Area 14","(7.64745, 36.83869)","$340,041",388,3,3.0,1997.0,1.0
Condominium,"Gondar, Maraki, Community Block E","(12.65446, 37.48180)",292422,443,3,3.0,,3.0
Villa,"Jimma, Jiren, Kebele 13","7.705722,36.820671",352910,406,3,3.0,1994.0,2.0
Villa,"Mekelle, Hawelti, Kebele 3","13.536797,39.443682",226767,264,zero,1.0,1980.0,0.0
Apartment,"Gondar, Arada, Zone 6",Lon: 37.4717 / Lat: 12.6570,267352,362,2,2.0,1981.0,0.0
Apartment,"Dire Dawa, Kezira, Kebele 5","9.564867,41.977413",90470,181,zero,,1976.0,0.0
Apartment,"Gondar, Arada, Zone 2","12.623525,37.408154","$255,183",359,1,2.0,2006.0,2.0
Condominium,"Dire Dawa, Kezira, Kebele 6","9.553973,41.820559",116224,283,zero,0.0,,0.0
Villa,"Addis Ababa, Bole, Kebele 02","9.091132,38.779657",421547,231,zero,0.0,2006.0,
Condominium,"Jimma, Hermata, Area 10","7.638408,36.794063","$133,917",312 sqm,3,3.0,,1.0
Condominium,"Addis Ababa, Arada, Woreda 10 Admin","9.046978,38.786354","$351,988",379 sqm,2,2.0,2008.0,0.0
Condominium,"Dire Dawa, Goro, Sector 3",,"$113,386",243,1,0.0,,0.0
Villa,"Jimma, Hermata, Area 7","7.811334,36.868276",321809,336 sqm,2,2.0,2022.0,1.0
Villa,"Gondar, Maraki, Community Block C","(12.66680, 37.39449)",258515,322,2,2.0,1989.0,0.0
Apartment,"Mekelle, Hawelti, Kebele 7","13.499268,39.423529",160728,316,1,2.0,1960.0,0.0
Apartment,"Jimma, Jiren, Kebele 10","7.770942,36.778608",143934,297,1,1.0,1973.0,0.0
Condominium,"Gondar, Fasiledes, Kebele 8","12.613185,37.482755",219258,414 sqm,2,2.0,1991.0,0.0
Apartment,"Adama, Dabe, Kebele 9","8.567737,39.255257",142375,232 sqm,1,0.0,1968.0,0.0
Apartment,"Harar, Jugol, Gate 3",Lon: 42.1649 / Lat: 9.2755,197615,313,1,1.0,2024.0,1.0
Apartment,"Assosa, Sherkole, District 1","(10.06849, 34.46377)","$185,201",459,4,4.0,1994.0,0.0
Villa,"Jimma, Hermata, Area 14","7.591279,36.811758","$166,919",245,zero,0.0,2012.0,0.0
Condominium,"Assosa, Sherkole, District 5","10.040701,34.517415",162399,500 sqm,3,2.0,1983.0,2.0
Villa,"Harar, Jugol, Gate 4","(9.29017, 42.07465)",318319,465 sqm,3,4.0,2006.0,3.0
Villa,"Harar, Amir-Nur, Block 15","9.286173,42.215276",225922,288,2,1.0,1989.0,0.0
Condominium,"Gondar, Maraki, Community Block A","12.669034,37.475541",148149,326,1,1.0,1988.0,0.0
Villa,"Harar, Amir-Nur, Block 18",Lon: 42.2403 / Lat: 9.3173,307448,431,3,3.0,1978.0,2.0
Condominium,"Adama, Boku, Ganda 3","8.511634,39.222773",215729,450,3,3.0,,2.0
Villa,"Jimma, Hermata, Area 13","(7.64149, 36.95590)",205094,278 sqm,1,1.0,1993.0,3.0
Apartment,"Dire Dawa, Goro, Sector 8","(9.61857, 41.86309)",172594,355 sqm,1,2.0,1994.0,1.0
Villa,"Mekelle, Hadnet, Admin Unit 6","13.446972,39.532504",192611,197 sqm,zero,0.0,1996.0,0.0
Villa,"Addis Ababa, Kirkos, Kebele 02","9.026310,38.749540","$665,181",428 sqm,2,1.0,2002.0,1.0
Villa,"Dire Dawa, Kezira, Kebele 8","(9.56959, 41.86882)","$216,963",270,2,2.0,1966.0,0.0
Apartment,"Adama, Boku, Ganda 2","8.551623,39.218728","$231,415",345,1,2.0,2009.0,2.0
Apartment,"Addis Ababa, Kirkos, Kebele 04","(9.00713, 38.73116)","$574,083",500,3,3.0,2024.0,4.0
Apartment,"Gondar, Fasiledes, Kebele 6","12.575892,37.486417",402434,500,one,4.0,2024.0,
Villa,"Addis Ababa, Lideta, Zone 1","9.074898,38.749427",758131,464,4,4.0,,2.0
Apartment,"Adama, Goro, Rural Kebele 29","8.531279,39.287491",148798,270,1,1.0,1977.0,0.0
Villa,"Assosa, Sherkole, District 3","10.128493,34.505404",144757,249,zero,0.0,2007.0,0.0
Villa,"Assosa, Menge, Village Unit 5","(10.07036, 34.57705)","$160,358",338,1,1.0,1986.0,0.0
Villa,"Gondar, Arada, Zone 5","12.564151,37.409942",363881,337,2,2.0,1992.0,1.0
Condominium,"Gambella, Tier-kidi, Block 7",,155151,471,3,2.0,1984.0,0.0
Apartment,"Gambella, Newland, Zone 4","(8.19631, 34.56493)",84098,250,1,0.0,1990.0,0.0
Condominium,"Jimma, Hermata, Area 8","(7.71944, 36.86098)",68984,176,2,1.0,1971.0,0.0
Condominium,"Assosa, Menge, Village Unit 1","(10.07662, 34.52458)",74733,280,1,1.0,1997.0,0.0
Apartment,"Assosa, Sherkole, District 5",Lon: 34.5541 / Lat: 10.1874,"$143,358",355,2,2.0,1990.0,0.0
Condominium,"Mekelle, Kedamay Weyane, Community 6","13.497661,39.428619","$115,420",331,1,1.0,1976.0,0.0
Villa,"Gondar, Arada, Zone 3","12.655258,37.512793",300449,286,1,1.0,2014.0,0.0
Condominium,"Harar, Jugol, Gate 1","9.255104,42.175838",145572,322,2,1.0,2010.0,2.0
Apartment,"Harar, Jugol, Gate 1","9.298531,42.127404",105888,150 sqm,zero,0.0,1997.0,0.0
Villa,"Gambella, Newland, Zone 2","8.249228,34.582802","$93,684",150,zero,0.0,1982.0,0.0
Villa,"Dire Dawa, Kezira, Kebele 6",,230186,325,2,2.0,1970.0,0.0
Apartment,"Gambella, Tier-kidi, Block 6","(8.21448, 34.57501)",167865,439,3,3.0,1985.0,3.0
Villa,"Assosa, Sherkole, District 5","10.009562,34.558041","$265,355",350 sqm,3,3.0,2009.0,2.0
Villa,"Gambella, Newland, Zone 4","8.233840,34.663593","$249,654",372,3,3.0,1993.0,0.0
Apartment,"Adama, Dabe, Kebele 9",Lon: 39.2305 / Lat: 8.5329,193772,360,2,2.0,2005.0,0.0
Apartment,"Adama, Boku, Ganda 7","8.548415,39.279943","$185,179",274 sqm,1,1.0,1993.0,1.0
Apartment,"Adama, Dabe, Kebele 9","(8.47752, 39.29824)",208780,301,1,2.0,1987.0,0.0
Villa,"Jimma, Jiren, Kebele 7","(7.57397, 36.79852)",171300,284,1,,,0.0
Condominium,"Harar, Abadir, Zone 6",Lon: 42.1243 / Lat: 9.3441,91801,245,zero,0.0,1973.0,0.0
Villa,"Harar, Amir-Nur, Block 16","9.322998,42.086266",221301,239,1,2.0,1980.0,1.0
Apartment,"Harar, Amir-Nur, Block 11","9.321936,42.057185",198780,323,1,1.0,,0.0
Condominium,"Assosa, Menge, Village Unit 1","(10.04114, 34.53688)",94979,285,2,2.0,1987.0,0.0
Villa,"Mekelle, Hadnet, Admin Unit 4","13.543670,39.524173","$220,699",237,1,2.0,1984.0,0.0
Condominium,"Bahir Dar, Meshenti, Village 11","11.573081,37.376315",163107,340,2,1.0,1973.0,0.0
Condominium,"Gondar, Maraki, Community Block E","12.655491,37.491395",111067,216,zero,0.0,1981.0,0.0
Apartment,"Dire Dawa, Goro, Sector 8",Lon: 41.8604 / Lat: 9.5314,181708,346,1,2.0,1987.0,2.0
Condominium,"Mekelle, Hadnet, Admin Unit 5",Lon: 39.4455 / Lat: 13.4951,136449,316,zero,1.0,2004.0,0.0
Condominium,"Gondar, Maraki, Community Block C","12.540652,37.432809",128149,258,1,1.0,1967.0,0.0
Villa,"Dire Dawa, Kezira, Kebele 4",Lon: 41.9760 / Lat: 9.5405,255856,292,1,1.0,1991.0,0.0
Condominium,"Gondar, Arada, Zone 11","(12.62698, 37.42038)","$190,966",296,2,2.0,1972.0,2.0
Apartment,"Adama, Dabe, Kebele 6","8.554450,39.251402",229621,424 sqm,3,2.0,,1.0
Villa,"Harar, Abadir, Zone 4",Lon: 42.1303 / Lat: 9.3059,326140,419 sqm,4,3.0,1988.0,0.0
Apartment,"Jimma, Hermata, Area 6","7.680301,36.903122","$253,439",489,2,3.0,2024.0,3.0
Condominium,"Bahir Dar, Gish Abay, Sector 7","11.684072,37.440774",115020,154 sqm,1,2.0,1966.0,0.0
Villa,"Adama, Dabe, Kebele 11","8.512542,39.368917",283181,327 sqm,1,1.0,1975.0,1.0
Apartment,"Dire Dawa, Kezira, Kebele 7","9.604107,41.912321",159048,281,1,0.0,2024.0,0.0
Condominium,"Assosa, Sherkole, District 3",Lon: 34.5286 / Lat: 10.0559,157864,381,2,2.0,2024.0,1.0
Apartment,"Mekelle, Hadnet, Admin Unit 8",,178443,269,2,2.0,1986.0,1.0
Apartment,"Assosa, Sherkole, District 4","10.102471,34.631346",88418,224 sqm,zero,0.0,1968.0,0.0
Apartment,"Assosa, Menge, Village Unit 2","10.095340,34.556302","$181,364",427,4,5.0,2024.0,3.0
Condominium,"Harar, Abadir, Zone 2",Lon: 42.0817 / Lat: 9.2261,112981,284,2,2.0,1985.0,0.0
Condominium,"Jimma, Jiren, Kebele 3","7.665463,36.919172",101309,276 sqm,2,1.0,1989.0,0.0
Apartment,"Gondar, Fasiledes, Kebele 1","(12.61499, 37.52165)",166248,292,zero,0.0,2008.0,0.0
Condominium,"Addis Ababa, Kirkos, Kebele 01","(9.00207, 38.65926)",247161,373,3,3.0,1970.0,
Apartment,"Jimma, Hermata, Area 7","7.654149,36.822597",137569,246 sqm,2,0.0,1988.0,0.0
Villa,"Assosa, Menge, Village Unit 6",,"$301,800",500,4,5.0,2013.0,2.0
Villa,"Mekelle, Hadnet, Admin Unit 5","13.540991,39.401614",341039,388,1,1.0,2007.0,0.0
Apartment,"Dire Dawa, Goro, Sector 9","9.615045,41.863141",219106,286,zero,1.0,2024.0,0.0
Apartment,"Mekelle, Hawelti, Kebele 7","13.505556,39.550129",284631,487,3,3.0,2005.0,2.0
Condominium,"Bahir Dar, Gish Abay, Sector 2","11.620358,37.344870","$205,647",386,2,2.0,1979.0,0.0
Condominium,"Gondar, Fasiledes, Kebele 9","(12.55907, 37.40231)",202194,307,1,1.0,2004.0,1.0
Apartment,"Jimma, Hermata, Area 5","7.596499,36.791790",153979,331,zero,0.0,,0.0
Villa,"Jimma, Hermata, Area 8","7.693494,36.826600",291125,364,2,2.0,2015.0,2.0
Apartment,"Gondar, Maraki, Community Block C","12.533443,37.441668",144811,215 sqm,2,2.0,1960.0,
Villa,"Gondar, Fasiledes, Kebele 9","(12.64311, 37.45883)","$151,610",155,1,1.0,1960.0,0.0
Apartment,"Gondar, Maraki, Community Block C",Lon: 37.4985 / Lat: 12.5616,177940,257 sqm,2,1.0,2016.0,0.0
Apartment,"Assosa, Sherkole, District 4",Lon: 34.6846 / Lat: 10.0103,175952,343,4,4.0,2012.0,
Apartment,"Harar, Abadir, Zone 4","9.212083,42.142188","$124,684",206,1,,1980.0,0.0
Villa,"Assosa, Menge, Village Unit 3",Lon: 34.5494 / Lat: 10.0575,"$261,300",488 sqm,3,4.0,2003.0,3.0
Condominium,"Addis Ababa, Arada, Woreda 04 Admin","(8.99193, 38.80644)",366010,352,2,2.0,2019.0,2.0
Villa,"Adama, Boku, Ganda 3",Lon: 39.2387 / Lat: 8.5819,352488,431 sqm,3,2.0,2011.0,1.0
Villa,"Dire Dawa, Goro, Sector 1","9.516049,41.862398","$223,765",281,1,1.0,1972.0,0.0
Villa,"Mekelle, Hawelti, Kebele 3","(13.45530, 39.51473)",256172,322 sqm,1,1.0,1996.0,0.0
Apartment,"Gambella, Newland, Zone 1","8.264895,34.488659",95177,311,zero,1.0,1969.0,0.0
Villa,"Bahir Dar, Tana, Kebele 2",,"$292,456",262 sqm,2,2.0,1982.0,0.0
Condominium,"Gambella, Newland, Zone 4","(8.27545, 34.62864)",90232,255,1,0.0,2002.0,0.0
Condominium,"Harar, Jugol, Gate 1","9.281869,42.167545","$125,582",335 sqm,1,,2007.0,0.0
Apartment,"Harar, Abadir, Zone 7","9.283016,42.076974",230431,440,2,,2024.0,3.0
Condominium,"Gondar, Arada, Zone 1",Lon: 37.4762 / Lat: 12.5453,"$128,903",271,1,1.0,1997.0,0.0
Villa,"Gondar, Maraki, Community Block D","(12.67883, 37.38733)","$363,555",295,1,1.0,1983.0,1.0
Villa,"Addis Ababa, Kirkos, Kebele 02","9.092864,38.740499","$595,290",383 sqm,2,2.0,,2.0
Condominium,"Jimma, Hermata, Area 8","7.688680,36.796890",226289,500,4,4.0,2024.0,4.0
Apartment,"Jimma, Hermata, Area 13",,"$173,627",311 sqm,2,2.0,2009.0,0.0
Apartment,"Bahir Dar, Meshenti, Village 5","11.532456,37.328195",173995,306,zero,0.0,2004.0,0.0
Apartment,"Dire Dawa, Kezira, Kebele 4",Lon: 41.8991 / Lat: 9.6003,"$193,654",219,1,2.0,1984.0,2.0
Condominium,"Mekelle, Kedamay Weyane, Community 11",Lon: 39.4815 / Lat: 13.4940,65177,168,zero,0.0,,0.0
Apartment,"Bahir Dar, Meshenti, Village 11","11.513517,37.432583",185594,360 sqm,1,0.0,1994.0,0.0
Apartment,"Gondar, Fasiledes, Kebele 9",,259752,349,2,,1988.0,1.0
Villa,"Jimma, Hermata, Area 14","7.671618,36.886050",259587,383,2,2.0,1996.0,
Condominium,"Mekelle, Hawelti, Kebele 3","(13.51399, 39.44134)",124993,373,3,3.0,1979.0,1.0
Condominium,"Gambella, Tier-kidi, Block 5","8.277694,34.605082",153645,438,4,3.0,2024.0,
Apartment,"Jimma, Jiren, Kebele 3","7.672071,36.794574",138899,409 sqm,2,1.0,2007.0,2.0
Condominium,"Addis Ababa, Bole, Kebele 10","(8.99469, 38.83429)",207682,234,1,0.0,1997.0,1.0
Apartment,"Harar, Amir-Nur, Block 13",,166587,272 sqm,2,1.0,1996.0,0.0
Villa,"Dire Dawa, Kezira, Kebele 2","9.540493,41.818073",350780,403,1,1.0,2016.0,1.0
Villa,"Adama, Dabe, Kebele 5",Lon: 39.3420 / Lat: 8.5527,299900,327 sqm,2,2.0,,1.0
Condominium,"Dire Dawa, Kezira, Kebele 4","9.647356,41.794062",161513,333 sqm,2,1.0,,1.0
Apartment,"Harar, Jugol, Gate 4",,107157,150,zero,0.0,1989.0,0.0
Condominium,"Adama, Dabe, Kebele 13",Lon: 39.2583 / Lat: 8.5826,"$171,865",299,2,2.0,2005.0,1.0
Apartment,"Jimma, Hermata, Area 8","7.641726,36.800873","$158,241",317 sqm,zero,0.0,1998.0,0.0
Villa,"Adama, Goro, Rural Kebele 24","8.518117,39.295842",520752,487,one,2.0,,4.0
Villa,"Mekelle, Hadnet, Admin Unit 1","13.511521,39.473315",381447,428,2,4.0,2011.0,3.0
Villa,"Assosa, Menge, Village Unit 8","10.045107,34.491012",253809,300,1,2.0,2024.0,1.0
Condominium,"Harar, Amir-Nur, Block 17","(9.30256, 42.09290)",141354,333 sqm,1,1.0,,2.0
Apartment,"Addis Ababa, Kirkos, Kebele 06","(9.02500, 38.72930)","$511,771",432,2,2.0,2017.0,2.0
Condominium,"Mekelle, Kedamay Weyane, Community 4","13.486298,39.434715",203750,478,3,4.0,1992.0,3.0
Apartment,"Bahir Dar, Meshenti, Village 7","11.613122,37.463879",145961,236,zero,0.0,1987.0,0.0
Villa,"Dire Dawa, Goro, Sector 1","9.577759,41.893022",222549,188,zero,0.0,1991.0,0.0
Villa,"Assosa, Sherkole, District 4","(9.99383, 34.57376)",210524,349,3,,1985.0,0.0
Condominium,"Jimma, Jiren, Kebele 5","7.668200,36.817758",124698,308,1,2.0,1980.0,2.0
Condominium,"Bahir Dar, Meshenti, Village 9","11.638397,37.379431",136451,227 sqm,zero,0.0,2013.0,0.0
Villa,"Bahir Dar, Tana, Kebele 3","11.623001,37.421091",312525,311,2,2.0,,1.0
Apartment,"Addis Ababa, Kirkos, Kebele 05","9.091219,38.818306","$248,227",183,zero,0.0,1999.0,0.0
Apartment,"Mekelle, Hawelti, Kebele 14",Lon: 39.4408 / Lat: 13.5085,"$123,787",248,zero,0.0,1995.0,1.0
Apartment,"Adama, Dabe, Kebele 5",Lon: 39.2582 / Lat: 8.5522,163694,294,1,2.0,1964.0,0.0
Villa,"Bahir Dar, Meshenti, Village 5",Lon: 37.4029 / Lat: 11.6346,354287,320,4,4.0,1960.0,1.0
Villa,"Harar, Jugol, Gate 3","(9.36254, 42.09528)",258218,424,2,2.0,1965.0,2.0
Condominium,"Gambella, Tier-kidi, Block 3","8.236123,34.583658",118731,328,zero,0.0,2016.0,1.0
Villa,"Adama, Dabe, Kebele 9","(8.52186, 39.24129)",354895,404,3,3.0,1992.0,0.0
Villa,"Bahir Dar, Meshenti, Village 8","11.649299,37.424942","$370,097",357,1,1.0,1992.0,0.0
Villa,"Assosa, Sherkole, District 2","10.016306,34.531984",188748,303,1,2.0,1988.0,1.0
Condominium,"Mekelle, Kedamay Weyane, Community 3","13.564554,39.459158","$119,861",313 sqm,zero,0.0,2024.0,1.0
Apartment,"Harar, Jugol, Gate 5",,177010,275,1,2.0,2006.0,1.0
Apartment,"Assosa, Sherkole, District 5","10.035967,34.593091","$138,151",396 sqm,3,3.0,1970.0,1.0
Villa,"Jimma, Jiren, Kebele 10","7.624216,36.719980",196419,210,zero,1.0,2011.0,1.0
Apartment,"Jimma, Hermata, Area 7","7.693124,36.862975",106113,224 sqm,zero,0.0,2017.0,
Condominium,"Dire Dawa, Kezira, Kebele 3","9.653963,41.883278",226171,484 sqm,3,2.0,2024.0,2.0
Apartment,"Gambella, Newland, Zone 4","8.253971,34.495995",197654,432,3,3.0,2003.0,1.0
Apartment,"Dire Dawa, Goro, Sector 6","9.631833,41.881256","$273,261",447 sqm,1,2.0,2024.0,4.0
Apartment,"Mekelle, Kedamay Weyane, Community 11","13.514775,39.403125",170887,313,2,2.0,1990.0,0.0
Condominium,"Harar, Amir-Nur, Block 10","9.344524,42.118481",153134,420,2,1.0,1973.0,0.0
Condominium,"Mekelle, Hawelti, Kebele 5","(13.53638, 39.38323)",107577,224,zero,1.0,2009.0,1.0
Apartment,"Dire Dawa, Kezira, Kebele 8","9.629839,41.835629",60150,150,zero,0.0,1963.0,0.0
Condominium,"Bahir Dar, Gish Abay, Sector 2","11.523922,37.332791",302215,403 sqm,2,3.0,2024.0,2.0
Villa,"Gondar, Arada, Zone 2","12.588458,37.457941","$315,175",308,1,1.0,1990.0,0.0
Condominium,"Gondar, Maraki, Community Block C","12.630352,37.422330",146673,286,zero,0.0,2007.0,0.0
Apartment,"Addis Ababa, Arada, Woreda 02 Admin",Lon: 38.7999 / Lat: 9.0489,328772,328,2,3.0,1993.0,2.0
Villa,"Gambella, Tier-kidi, Block 7","8.201739,34.549588","$175,069",299 sqm,1,2.0,1978.0,1.0
Condominium,"Adama, Dabe, Kebele 9","8.501140,39.298857","$236,726",417,1,1.0,2024.0,2.0
Apartment,"Mekelle, Hawelti, Kebele 7","13.526573,39.453838","$270,255",468,3,4.0,2007.0,2.0
Villa,"Dire Dawa, Kezira, Kebele 9","9.474706,41.887958",311132,329,2,2.0,1993.0,3.0
Apartment,"Gondar, Arada, Zone 7","12.584384,37.528169",80470,150,1,0.0,1960.0,0.0
Apartment,"Gondar, Arada, Zone 4","12.656472,37.457516","$258,154",391,3,3.0,2009.0,1.0
Villa,"Assosa, Sherkole, District 1",Lon: 34.5539 / Lat: 10.0056,"$361,530",492,1,1.0,2024.0,2.0
Apartment,"Gambella, Tier-kidi, Block 4","8.346511,34.575146",215766,500,2,1.0,2024.0,2.0
Villa,"Bahir Dar, Meshenti, Village 5","11.521024,37.263717","$300,731",321,2,2.0,1987.0,1.0
Apartment,"Gondar, Fasiledes, Kebele 6",Lon: 37.4412 / Lat: 12.6252,"$302,728",479,2,3.0,,3.0
Apartment,"Assosa, Menge, Village Unit 7","(10.03513, 34.55722)",93521,250,zero,0.0,1996.0,1.0
Apartment,"Gondar, Maraki, Community Block B","12.517487,37.404421","$161,778",246 sqm,1,1.0,1986.0,0.0
Apartment,"Adama, Boku, Ganda 7","8.476899,39.214637","$206,096",305,2,2.0,2004.0,0.0
Condominium,"Adama, Goro, Rural Kebele 27","(8.52749, 39.22134)","$157,061",349 sqm,2,2.0,1983.0,2.0
Villa,"Gambella, Tier-kidi, Block 2","(8.20989, 34.57847)",221881,391,1,1.0,2005.0,2.0
Villa,"Dire Dawa, Goro, Sector 9","9.581875,41.805503",212036,174,zero,1.0,1997.0,0.0
Condominium,"Gambella, Tier-kidi, Block 2","8.198215,34.530117",92273,356 sqm,1,0.0,1993.0,0.0
Condominium,"Mekelle, Hawelti, Kebele 2","13.570670,39.427077","$123,502",282 sqm,1,0.0,1984.0,2.0
Villa,"Gondar, Arada, Zone 10",Lon: 37.4815 / Lat: 12.6408,"$221,469",255 sqm,zero,0.0,1997.0,0.0
Apartment,"Assosa, Sherkole, District 1",Lon: 34.5260 / Lat: 10.0419,117682,307,1,1.0,2024.0,1.0
Apartment,"Gambella, Tier-kidi, Block 7","(8.17479, 34.60194)","$195,784",390,1,1.0,2024.0,1.0
Apartment,"Gambella, Newland, Zone 2","(8.21801, 34.46962)",145905,239,1,2.0,2011.0,0.0
Villa,"Bahir Dar, Meshenti, Village 1","11.542171,37.450002",379344,500,2,2.0,2009.0,2.0
Apartment,"Bahir Dar, Gish Abay, Sector 6","11.532360,37.445289","$279,820",260,1,1.0,1997.0,0.0
Condominium,"Adama, Goro, Rural Kebele 26","8.588743,39.257335",113850,268,zero,0.0,1986.0,0.0
Apartment,"Mekelle, Hadnet, Admin Unit 2","13.523942,39.453282","$150,372",306,2,,1966.0,0.0
Apartment,"Bahir Dar, Tana, Kebele 9","11.528066,37.417458",127313,150 sqm,zero,1.0,1979.0,0.0
Apartment,"Harar, Abadir, Zone 4","9.325293,42.103704",170652,370 sqm,1,1.0,1990.0,0.0
Condominium,"Gondar, Maraki, Community Block B","(12.57472, 37.39157)",118963,212,zero,0.0,1985.0,0.0
Condominium,"Harar, Amir-Nur, Block 17","(9.34335, 42.04211)",258594,500,3,3.0,2006.0,1.0
Apartment,"Bahir Dar, Meshenti, Village 10","11.608601,37.442084",274811,451,3,2.0,1993.0,1.0
Apartment,"Assosa, Menge, Village Unit 7","10.085175,34.568151","$111,992",263,4,4.0,1960.0,2.0
Apartment,"Bahir Dar, Tana, Kebele 3",Lon: 37.3909 / Lat: 11.5242,259361,328 sqm,2,2.0,,1.0
Villa,"Bahir Dar, Tana, Kebele 9","11.617687,37.354505","$440,238",421 sqm,2,2.0,2024.0,0.0
Condominium,"Bahir Dar, Tana, Kebele 8","11.586183,37.377904","$241,693",467,2,3.0,2009.0,1.0
Apartment,"Gondar, Fasiledes, Kebele 6",Lon: 37.4548 / Lat: 12.6664,284800,398 sqm,3,3.0,1986.0,2.0
Apartment,"Gondar, Maraki, Community Block D","12.640306,37.507232","$160,480",262,zero,0.0,1996.0,0.0
Apartment,"Adama, Goro, Rural Kebele 28",Lon: 39.1947 / Lat: 8.5101,"$126,985",191 sqm,zero,,1977.0,0.0
Villa,"Gondar, Arada, Zone 8","12.555672,37.516759",208662,254,1,1.0,1979.0,0.0
Apartment,"Harar, Amir-Nur, Block 19","9.269791,42.147229","$228,502",436 sqm,2,2.0,2007.0,2.0
Condominium,"Mekelle, Hadnet, Admin Unit 4",Lon: 39.4806 / Lat: 13.4704,165215,319,2,2.0,1978.0,0.0
Villa,"Bahir Dar, Meshenti, Village 10","11.627853,37.371612",396023,337,2,1.0,1975.0,4.0
Villa,"Assosa, Menge, Village Unit 5",Lon: 34.5182 / Lat: 10.0315,"$142,761",216 sqm,zero,0.0,1982.0,0.0
Apartment,"Assosa, Menge, Village Unit 5","10.085548,34.535682",113377,260 sqm,zero,0.0,1987.0,0.0
Apartment,"Gondar, Maraki, Community Block E","12.616185,37.421115","$279,172",305,2,2.0,,1.0
Apartment,"Jimma, Jiren, Kebele 11","7.641363,36.819626","$191,291",341,1,1.0,2008.0,2.0
Apartment,"Dire Dawa, Goro, Sector 8","9.581334,41.817991","$171,442",260,zero,0.0,2019.0,0.0
Villa,"Gondar, Arada, Zone 9","12.607400,37.489218",335891,352,1,1.0,2000.0,1.0
Apartment,"Harar, Abadir, Zone 2","9.309875,42.070569",277264,424,3,3.0,2016.0,
Villa,"Harar, Abadir, Zone 1","(9.37639, 42.16908)",271522,395,2,2.0,1973.0,0.0
Villa,"Mekelle, Kedamay Weyane, Community 11","13.615770,39.445693","$251,274",272,1,1.0,2005.0,0.0
Villa,"Adama, Goro, Rural Kebele 26","8.514590,39.305887","$454,763",435,3,4.0,2019.0,3.0
Apartment,"Mekelle, Hawelti, Kebele 8","(13.43368, 39.47312)","$174,740",335 sqm,2,3.0,1973.0,1.0
Condominium,"Bahir Dar, Meshenti, Village 2","11.599954,37.416432",100685,203 sqm,zero,0.0,1960.0,0.0
